Conf. θₙ ; Φₙ,θᵣ=-90,θᵣ=-87,θᵣ=-84,θᵣ=-81,θᵣ=-78,θᵣ=-75,θᵣ=-72,θᵣ=-69,θᵣ=-66,θᵣ=-63,θᵣ=-60,θᵣ=-57,θᵣ=-54,θᵣ=-51,θᵣ=-48,θᵣ=-45,θᵣ=-42,θᵣ=-39,θᵣ=-36,θᵣ=-33,θᵣ=-30,θᵣ=-27,θᵣ=-24,θᵣ=-21,θᵣ=-18,θᵣ=-15,θᵣ=-12,θᵣ=-9,θᵣ=-6,θᵣ=-3,θᵣ=0,θᵣ=3,θᵣ=6,θᵣ=9,θᵣ=12,θᵣ=15,θᵣ=18,θᵣ=21,θᵣ=24,θᵣ=27,θᵣ=30,θᵣ=33,θᵣ=36,θᵣ=39,θᵣ=42,θᵣ=45,θᵣ=48,θᵣ=51,θᵣ=54,θᵣ=57,θᵣ=60,θᵣ=63,θᵣ=66,θᵣ=69,θᵣ=72,θᵣ=75,θᵣ=78,θᵣ=81,θᵣ=84,θᵣ=87,θᵣ=90
-9° ; 12°,-76.74819930069918,-73.54737762237741,-78.26283799533782,-82.7776223776223,-84.23999999999998,-83.27519813520796,-83.47687645688629,-84.69764568765567,-85.85752913753925,-85.61554778555787,-84.75606060607059,-82.87503496504473,-79.85396270397213,-78.73466200467128,-80.14953379954324,-79.63874125875064,-79.89386946387887,-82.36706293707263,-82.362354312364,-82.01890442891408,-82.85072261073238,-83.96685314686304,-81.87046620047585,-79.4366200466294,-78.3153146853239,-77.73986013986928,-76.64312354313257,-75.41571095571985,-73.82132867133737,-72.40473193474045,-71.64489510490355,-74.08925407926282,-77.52067599068513,-80.8939160839256,-81.85855477856443,-80.52417249418198,-78.19778554779477,-73.15076923077784,-71.43867132867975,-73.53377622378488,-76.63167832168735,-79.98454545455488,-80.65641025641976,-79.38634032634967,-76.05503496504392,-73.46855477856343,-75.73953379954273,-77.9370163170255,-79.2277855477949,-79.44974358975294,-77.64032634033549,-74.73519813520696,-71.61128205129052,-74.00125874126748,-78.37097902098824,-81.23254079255037,-83.56559440559461,-82.4713286713289,-78.09570512820538,-73.80513986014014,-77.49400349650331
-9° ; 15°,-76.55683566433532,-74.09513986013937,-78.40331585081539,-82.55741258741222,-84.18727272727244,-83.88480186481176,-84.83431235432235,-86.38107226108244,-87.49146853147883,-86.15981351982367,-83.94634032635021,-81.72191142192104,-78.41937062937987,-77.32727272728185,-78.24146853147776,-76.8966200466291,-76.39988344989247,-79.47522144523083,-80.36580419581367,-82.02331002331968,-84.20988344989337,-86.0456876456978,-82.86668997669975,-79.60032634033573,-77.68601398602313,-77.09606060606967,-76.23265734266633,-76.15967365968265,-74.59881118881997,-73.21920745921608,-72.57111888112743,-74.82086247087128,-77.2866899766991,-80.1468997669092,-80.55757575758525,-79.32303030303966,-77.82806526807444,-73.4859207459294,-72.19543123543976,-73.94755244756116,-76.63818181819086,-79.8306993007087,-80.67561771562723,-79.5711888111982,-76.14354312355209,-73.3178088578175,-75.52114219115107,-77.66300699301614,-79.19191142192074,-79.62034965035903,-77.79804195805113,-74.78594405595287,-71.58629370630214,-73.9515384615472,-78.29547785548706,-81.14282051283007,-83.4983916083915,-82.45160839160826,-78.1200757575753,-73.81905594405505,-77.36550699300551
-9° ; 18°,-76.61760489510469,-74.13101398601366,-78.3622668997666,-82.45321678321655,-84.06377622377602,-83.78864801865788,-84.79202797203796,-86.394498834509,-87.581328671339,-86.14118881119896,-83.871888111898,-81.89466200467166,-79.35655011655948,-78.08452214453135,-78.46016317017242,-77.25568764569675,-75.95018648019543,-78.41680652681578,-79.08417249418183,-80.78428904429856,-82.9701165501263,-85.01897435898437,-82.07638694639661,-78.86151515152443,-77.13431235432145,-77.82055944056862,-77.58675990676903,-77.49680652681566,-75.3620979021068,-73.20713286714148,-72.14766899767748,-75.47575757576645,-78.68435897436825,-81.74610722611686,-81.85953379954344,-79.93811188812131,-77.63613053613967,-72.89692307693169,-71.27221445222285,-72.68466200467059,-75.1884848484937,-78.77405594406522,-80.10927738928682,-79.59086247087185,-76.58303030303934,-73.91107226108097,-75.70995337996231,-77.73972027972944,-79.32997668998605,-79.81801864802804,-77.93184149185066,-74.89752913753794,-71.61512820513664,-74.05265734266608,-78.4752680652773,-81.39426573427531,-83.81839160839158,-82.73972027972015,-78.27800699300661,-73.86160839160765,-77.57940559440398
-9° ; 21°,-76.24057692307694,-73.85024475524466,-78.04099650349647,-82.00286713286724,-83.44076923076943,-82.99314685315663,-83.81298368299358,-85.47321678322686,-86.894568764579,-85.57410256411264,-83.47445221446205,-81.66037296038257,-79.20368298369232,-78.21025641026563,-79.07657342658274,-77.8082284382376,-77.36470862471772,-79.84382284383226,-81.3920979021075,-83.23424242425223,-84.68256410257406,-85.82979020980031,-82.26426573427541,-78.51426573427499,-77.09414918415825,-77.4474125874217,-77.6678554778646,-77.38055944056856,-75.57421911422801,-73.62219114219981,-71.90951048951898,-74.06156177157048,-77.0084382284473,-80.0880652680747,-80.91997668998623,-79.82648018648959,-77.77592074592992,-73.14398601399463,-71.66265734266578,-73.73787878788747,-76.7459207459298,-79.85585081586022,-80.35137529138476,-79.09550116551048,-75.92993006993902,-73.5347086247173,-75.83554778555671,-78.11869463870384,-79.42074592075528,-79.59342657343595,-77.72013986014903,-74.72090909091791,-71.5122610722695,-73.94223776224648,-78.42857808858734,-81.38776223777182,-83.81195804195838,-82.72608391608425,-78.25769230769254,-73.81629370629364,-77.42797202797135
-9° ; 24°,-76.3765209790208,-73.94276223776184,-78.25710372960329,-82.2433566433562,-83.5596503496499,-82.93247086248061,-83.7763636363735,-85.51438228439235,-86.7262470862573,-85.77671328672338,-84.19734265735258,-82.55855477856451,-80.11013986014929,-79.32864801865736,-80.49995337996286,-78.10442890443811,-78.39009324010247,-80.35491841492788,-81.51820512821473,-81.90041958042922,-82.92825174826153,-84.11825174826164,-81.4902331002427,-78.87834498835429,-78.45829836830761,-77.40277389278302,-77.37685314686227,-76.07876456877355,-74.8969230769319,-73.0820279720366,-72.03662004662854,-74.49368298369176,-77.77766899767818,-81.27799533800491,-82.35750582751552,-81.16303030303987,-78.80547785548714,-73.86780885781756,-72.15913752914604,-73.74706293707163,-76.35121212122112,-79.50829836830773,-80.31841491842438,-78.92575757576687,-75.84587412588306,-73.35829836830702,-75.06118881119764,-76.58850815851719,-77.55734265735181,-77.79575757576674,-76.28701631702529,-73.8305128205215,-71.39752913753755,-73.79179487180356,-78.15608391609312,-81.19662004662962,-83.61762237762265,-82.52552447552472,-78.06280885780916,-73.65125874125901,-77.3254195804195
-9° ; 27°,-76.7515559440557,-73.77681818181784,-78.4756351981349,-82.94832167832145,-84.40888111888097,-83.45519813520797,-83.4522610722709,-84.66636363637363,-86.15088578089595,-85.49184149185157,-84.1336829836929,-82.5108857808955,-79.42564102565039,-78.1604895104987,-79.35256410257345,-77.63205128206042,-77.77216783217699,-79.35030303031239,-80.49044289045237,-79.3982983683077,-80.41212121213069,-82.55393939394912,-80.32307692308639,-78.69867132868062,-78.82310023310951,-78.31585081586005,-78.06829836830757,-76.61955710956613,-75.79657342658237,-72.83372960373819,-71.18160839161676,-73.51529137530004,-76.45209790210691,-80.10515151516097,-81.36379953380913,-80.37216783217731,-78.04734265735186,-73.731375291384,-72.25289044289896,-73.20951048951912,-75.28710955711844,-78.55587412588338,-79.75163170164109,-79.4344755244849,-76.81629370630277,-74.61223776224655,-76.38531468532368,-78.22785547786468,-79.83109557110498,-80.11533799534743,-77.91603729604647,-74.8629603729692,-71.58163170164013,-73.98034965035836,-78.24850815851738,-81.02459207460161,-83.33657342657357,-82.2877622377625,-77.98209207459223,-73.6837412587414,-77.11001748251701
-9° ; 30°,-76.60980769230738,-73.74898601398557,-77.87507575757535,-81.74881118881085,-82.93069930069908,-82.11275058276027,-82.64333333334308,-84.30710955711947,-85.82885780886792,-85.18076923077925,-83.75139860140845,-82.18885780886748,-79.89764568765509,-78.73321678322606,-79.38944055944992,-77.90603729604648,-76.96666666667574,-78.06198135199054,-77.93000000000917,-77.12685314686223,-77.3852913753005,-79.15442890443823,-77.94997668998587,-77.11568764569674,-77.91328671329589,-79.46815850816789,-79.86501165502106,-78.66000000000926,-77.03589743590652,-74.69505827506708,-72.44144522145376,-73.99960372961246,-76.75048951049855,-80.34501165502111,-82.0300699300796,-81.92254079255045,-80.34864801865749,-74.98937062937947,-72.41489510490364,-73.4671095571182,-76.08552447553345,-79.4496503496597,-80.40307692308639,-79.63118881119819,-76.37536130537029,-73.78277389278259,-76.18463869464767,-78.58123543124468,-80.2661538461633,-80.64400932401882,-78.62904428905355,-75.47377622378511,-71.93678321679171,-74.25400932401809,-78.49864801865728,-81.14277389278345,-83.38419580419603,-82.29566433566454,-77.97557109557113,-73.67566433566398,-77.09566433566337
-9° ; 33°,-76.8050000000002,-74.0738461538462,-78.37891608391617,-82.31727272727288,-83.4309090909093,-82.47790209791182,-82.97303030304008,-84.55191142192137,-85.97065268066282,-85.0034731934832,-83.42412587413571,-81.87174825175791,-79.56923076924015,-78.42776223777149,-79.05911421912353,-77.7475291375383,-76.73708624709528,-78.13629370630292,-77.48904428905341,-76.90764568765472,-77.28629370630281,-79.60389277390213,-77.718484848494,-77.03599067599976,-77.82289044289959,-79.77449883450824,-80.40575757576705,-79.92291375292317,-76.88804195805102,-73.36351981352846,-70.74890442891278,-74.21636363637239,-78.38822843823768,-83.3199533799632,-84.96013986014987,-83.49510489511475,-80.13344988345933,-74.54953379954257,-71.88818181819029,-72.9822610722697,-75.56743589744481,-78.79662004662933,-79.78620046620986,-79.12759906760839,-76.39214452215354,-74.39240093240969,-76.42356643357543,-78.47081585082509,-79.60533799534737,-79.5416783216877,-77.48673659674571,-74.54778554779433,-71.49976689977534,-73.99867132868005,-78.25839160840084,-81.11759906760862,-83.46020979020962,-82.4419580419577,-78.18268648018585,-73.94499999999877,-77.41368881118679
-9° ; 36°,-76.9238636363637,-74.20381118881113,-78.44761655011652,-82.43811188811192,-83.71860139860149,-82.93766899767876,-83.39783216784198,-84.74365967366965,-85.82261072262082,-84.36445221446216,-82.46510489511462,-80.87850815851769,-78.84850815851745,-77.85960372961291,-78.52827505828431,-77.26083916084826,-76.19242424243322,-77.98356643357563,-77.72862470863386,-78.15473193474114,-79.19233100234034,-81.26452214453172,-79.85384615385556,-78.54764568765495,-77.88242424243342,-78.4762004662097,-78.19550116551038,-78.19955710956631,-76.35202797203698,-74.38214452215328,-72.23636363637215,-73.87939393940266,-76.31965034965934,-79.84818181819122,-81.1282517482613,-80.44174825175773,-78.50391608392533,-73.70079254080122,-71.89424242425088,-73.79652680653548,-76.74221445222348,-79.93888111889054,-80.54065268066219,-79.34794871795806,-76.08790209791107,-73.41785547786412,-75.73300699301592,-78.11783216784137,-79.54282051282989,-79.82030303031243,-77.95351981352898,-74.98748251749136,-71.76216783217629,-74.10645687646561,-78.53282051282977,-81.38755244756203,-83.75755244755258,-82.73342657342664,-78.4203846153845,-74.09153846153808,-77.48059440559388
-9° ; 39°,-77.10302447552448,-74.51416083916077,-79.09638111888106,-83.5790909090909,-85.39349650349655,-85.05433566434567,-85.73296037297047,-86.96494172495197,-87.75864801865835,-86.10671328672343,-84.08564102565092,-82.56023310024284,-80.15603729604675,-78.74713286714214,-78.89153846154777,-77.09004662005572,-75.77293706294599,-78.39797202798127,-79.10494172495106,-80.67911421912372,-82.76785547786523,-84.58093240094236,-82.59000000000972,-79.94149184150126,-77.99254079254999,-77.85575757576675,-77.07076923077831,-77.20195804196715,-76.19172494173392,-75.06242424243308,-73.45433566434431,-75.13629370630257,-78.36310023310946,-82.68766899767873,-84.35776223777216,-83.46496503497488,-80.78212121213072,-74.99848484849367,-72.5113286713372,-74.38065268066144,-77.04867132868041,-79.89729603730547,-80.14286713287657,-78.8258275058368,-75.83606060606952,-73.56913752914619,-75.80230769231662,-78.23247086248008,-79.61342657343596,-79.71776223777162,-77.70363636364551,-74.72417249418127,-71.53538461539304,-73.8502564102651,-78.15897435898354,-80.89433566434519,-83.13678321678339,-82.14223776223788,-78.05204545454548,-74.02863636363624,-77.47763986013959
-9° ; 42°,-76.37020979020969,-74.16048951048921,-78.27552447552424,-82.18720279720267,-83.7160839160839,-83.48832167833152,-84.64862470863469,-86.23717948718964,-87.12566433567461,-85.74247086248097,-83.70184149185134,-81.90624708625674,-79.68622377623316,-78.839976689986,-79.1748018648112,-77.3990209790301,-76.4060372960463,-79.20449883450817,-79.59738927739866,-81.52428904429865,-83.66673659674645,-85.52925407926415,-82.52144522145493,-79.51205128206064,-77.54764568765484,-77.67069930070846,-77.65000000000914,-78.51634032634959,-77.08923076923986,-75.31641025641912,-73.56641025641893,-75.89627039627933,-78.77678321679251,-82.88421911422887,-84.05137529138517,-82.81843822844799,-80.27405594406538,-74.79652680653562,-72.85967365968223,-74.30902097902974,-76.67832167833072,-79.9417948718043,-80.6920745920841,-79.54967365968304,-76.42095571096472,-73.54419580420449,-75.35531468532356,-77.34533799534711,-78.93615384616315,-79.5014918415012,-77.7249883449975,-74.9166666666755,-71.86526806527652,-74.08477855478728,-78.51377622378547,-81.33275058276017,-83.60069930069918,-82.47510489510488,-78.0979778554777,-73.7616433566428,-77.1850874125866
-9° ; 45°,-76.69113636363643,-73.78569930069922,-78.38892191142189,-82.71741258741267,-84.10076923076939,-83.21561771562753,-83.6645687645786,-84.85505827506826,-86.0285314685416,-85.0569463869564,-83.18715617716596,-81.15431235432192,-78.20939393940317,-76.99151515152421,-77.76496503497418,-76.83116550117455,-76.12123543124441,-78.92699300700231,-79.265011655021,-81.21223776224734,-83.2600000000098,-85.60920745921753,-81.9770396270493,-78.80685314686244,-77.45445221446134,-79.10512820513753,-80.10487179488122,-80.81797202798154,-78.93668997669927,-76.61011655012558,-74.37358974359852,-77.51298368299281,-80.42268065269013,-83.54652680653665,-83.22526806527787,-81.06785547786504,-78.46505827506752,-73.46675990676856,-72.18258741259591,-73.31997668998534,-75.15517482518368,-78.58256410257336,-80.01958041958984,-79.71074592075531,-77.2220745920837,-74.77039627040509,-75.71349650350543,-77.0461305361396,-78.68109557110483,-79.246666666676,-77.26428904429815,-74.4258741258829,-71.46435897436739,-73.88074592075463,-78.30722610723534,-81.26522144523102,-83.63944055944037,-82.56951048951015,-78.20156759906703,-73.88367132867032,-77.46138111887943
-6° ; -45°,-76.94015734265739,-74.49367132867125,-78.99360722610717,-83.34839160839161,-85.07594405594412,-84.71386946387946,-85.38254079255086,-86.70608391609413,-87.7540792540896,-86.1529137529239,-84.05093240094232,-82.42944055945027,-80.07116550117495,-78.67990675991604,-79.07069930070863,-77.0782284382375,-76.28680652681551,-78.25571095572018,-79.2494638694732,-80.0866899766994,-81.01827505828462,-82.26158508159477,-81.41361305362264,-79.56342657343595,-78.85165501166429,-77.87109557110475,-76.17613053613951,-74.42617715618591,-72.48461538462392,-71.35958041958884,-70.68391608392443,-72.72580419581277,-77.00393939394847,-81.70477855478818,-84.23778554779547,-83.74069930070917,-80.66594405595356,-75.4904195804285,-72.98414918415779,-73.56410256411121,-75.4925407925497,-78.56876456877382,-79.4672727272821,-78.96174825175756,-76.4716083916174,-74.62440559441438,-76.13972027972926,-78.07867132868053,-79.74939393940332,-80.00622377623321,-77.7314685314777,-74.54370629371508,-71.16734265735104,-73.70769230770098,-78.1643822843915,-81.15678321679279,-83.64545454545438,-82.69293706293674,-78.42222027971968,-74.19304195804088,-77.91746503496307
-6° ; -42°,-76.61491258741243,-74.14381118881091,-78.55216200466175,-82.7655244755243,-84.36734265734256,-83.97067599068589,-84.82766899767898,-86.31393939394955,-87.4088344988448,-85.78850815851827,-83.36848484849467,-81.13482517483473,-78.26664335665257,-77.3302097902189,-78.40958041958964,-77.3950582750674,-77.10568764569673,-79.70368298369239,-80.4567365967461,-81.75356643357607,-82.75146853147828,-84.05011655012646,-82.78573426574403,-80.34484848485795,-78.85449883450814,-77.25340326341237,-74.75648018648899,-72.99400932401792,-70.78682983683817,-70.5006759906843,-70.17407925408753,-72.14717948718798,-76.45370629371529,-81.38510489511448,-84.37009324010317,-84.20303030304024,-81.35764568765529,-75.70037296038188,-72.60051282052139,-73.59526806527674,-76.19494172495071,-79.28930069931005,-79.79545454546395,-78.83843822844752,-76.04951048951943,-74.0336596736684,-76.00419580420476,-78.2687878787971,-79.68659673660612,-79.81461538462479,-77.7556410256502,-74.64107226108106,-71.21745920746761,-73.67312354313223,-78.1609090909183,-81.16995337996295,-83.68972027972038,-82.72678321678325,-78.3990268065265,-74.11625874125788,-77.92117132866976
-6° ; -39°,-76.54506993006996,-74.19041958041943,-78.78369463869446,-83.10489510489495,-84.68629370629355,-84.1620512820612,-84.83503496504495,-86.25575757576773,-87.48240093241122,-86.15321678322692,-84.12657342658333,-82.31179487180457,-79.73272727273667,-78.46981351982276,-79.11752913753847,-77.31515151516062,-76.7759440559531,-79.22307692308627,-79.93946386947329,-82.03165501166467,-82.02151515152482,-83.03109557110535,-83.01242424243402,-81.61785547786509,-80.42466200467148,-77.78363636364553,-74.10778554779428,-71.2319114219198,-68.55736596737404,-70.07237762238586,-70.33377622378453,-72.81997668998525,-77.5638927739019,-82.55393939394912,-85.16752913753916,-84.24156177157168,-80.80613053614005,-75.15289044289929,-72.6582051282137,-74.59319347320228,-77.28118881119792,-80.13694638695584,-80.20913752914699,-78.81741258742187,-75.9333799533889,-73.93941724942596,-75.84002331003222,-78.034195804205,-79.2408391608485,-79.27766899767833,-77.2734731934823,-74.31153846154723,-71.11219114219952,-73.57011655012522,-77.97104895105814,-80.94526806527759,-83.41132867132866,-82.46587412587397,-78.23717365967329,-74.06793706293625,-77.82127622377459
-6° ; -36°,-77.08545454545457,-74.0324475524474,-78.92058275058251,-83.75790209790182,-85.55762237762207,-84.70275058276056,-84.22869463870455,-84.82608391609389,-86.25337995339012,-85.78303030304042,-84.9345920746021,-84.12459207460199,-81.45706293707255,-79.33853146854082,-79.11505827506761,-76.71069930070834,-76.59636363637266,-78.82258741259669,-80.8513053613149,-83.36030303031285,-84.06377622378612,-83.43027972028955,-82.27734265735234,-80.24864801865748,-78.61363636364564,-75.30118881119769,-72.33004662005514,-69.81811188812013,-68.33580419581223,-69.6827272727355,-71.09682983683821,-72.94813519814377,-76.28832167833068,-79.95384615385558,-82.01174825175791,-81.40641025641986,-78.63249417250344,-73.7195571095658,-72.38895104895957,-74.5163636363724,-76.85629370630275,-80.16340326341269,-80.59319347320299,-79.46426573427509,-76.12790209791106,-73.57177156178024,-75.63897435898328,-78.19146853147774,-80.15354312355257,-80.64941724942676,-78.38027972028897,-74.99023310024192,-71.26773892774733,-73.57778554779422,-77.77153846154762,-80.41181818182766,-82.66930069930076,-81.8108391608392,-77.9500174825173,-74.14723776223715,-77.60568181818056
-6° ; -33°,-76.77594405594382,-74.93461538461492,-79.05624708624666,-82.92615384615348,-84.48090909090874,-84.32603729604723,-85.45137529138533,-86.890582750593,-87.61083916084948,-85.48941724942732,-82.78342657343633,-81.07055944056897,-79.82023310024252,-79.03365967366899,-78.96948717949648,-77.4199300699392,-77.56361305362219,-78.70249417250345,-81.19792540793497,-82.8977156177254,-84.18104895105887,-82.68575757576733,-81.10004662005618,-78.28512820513743,-75.06130536131423,-71.92321678322524,-70.45149184150014,-68.43009324010131,-69.18543123543937,-70.12860139860965,-73.067622377631,-75.46237762238651,-78.22806526807449,-80.90233100234053,-81.89974358975324,-80.5079487179582,-78.0551282051374,-73.3262004662091,-73.04298368299227,-75.15608391609277,-77.61398601399515,-81.09340326341281,-81.73421911422875,-80.32191142192087,-76.72144522145429,-73.57065268066135,-75.32186480187367,-76.98703962704869,-78.55305361306286,-79.02596736597667,-76.95615384616292,-74.10037296038169,-71.11149184150024,-73.40634032634898,-77.51790209791123,-80.24002331003275,-82.48888111888108,-81.62048951048939,-77.75289044288999,-73.92013986013902,-77.25538461538304
-6° ; -30°,-76.92765734265757,-74.80713286713296,-78.94621212121226,-82.93993006993028,-84.6105594405597,-84.51184149185144,-85.6339627039728,-87.03307692308718,-87.76696969698003,-85.79027972028982,-83.17857808858788,-81.20342657343615,-78.86328671329599,-77.96193473194393,-77.8424009324101,-77.1179720279811,-77.70344988345903,-78.90000000000931,-80.99482517483472,-81.2068065268161,-82.64897435898409,-82.830093240103,-80.66682983683936,-77.31883449884363,-72.51953379954234,-68.89657342658155,-68.21123543124348,-67.10906759907552,-70.76421911422746,-73.35335664336529,-76.22734265735164,-78.7137762237855,-80.635827505837,-82.10986013986982,-81.54972027972988,-79.25484848485782,-77.36664335665247,-72.26013986014837,-71.52167832168675,-73.56547785548652,-75.89995337996231,-79.47643356644294,-80.85925407926361,-80.11081585082528,-76.888717948727,-73.83268065268935,-75.2796503496592,-76.76179487180391,-78.39118881119805,-78.9965501165594,-77.08125874126782,-74.32668997669873,-71.503426573435,-73.78641025641893,-77.94666666667585,-80.69815850816802,-82.93986013986017,-81.96846153846161,-77.90857808857801,-73.88622377622366,-77.24881118881021
-6° ; -27°,-76.71232517482508,-74.2050699300697,-78.30917832167813,-82.32517482517473,-83.97034965034965,-83.82048951049939,-85.0086013986114,-86.59638694639715,-87.56587412588445,-85.93965034966048,-83.44748251749233,-81.30435897436855,-78.76876456877385,-77.44909090910004,-77.27475524476435,-76.18717948718847,-75.18347319348204,-76.98179487180394,-79.32484848485782,-80.34766899767845,-81.91372960373924,-82.11897435898405,-78.92666666667596,-74.65794871795752,-69.7782983683066,-68.19827505828309,-68.7855477855559,-69.73801864802687,-73.28913752914616,-75.4430303030392,-77.49895104896017,-79.41662004662939,-80.55268065269014,-81.95773892774858,-80.84188811189765,-78.14363636364556,-76.47305361306263,-72.28083916084768,-71.64902097902943,-73.42608391609255,-75.87081585082478,-78.97645687646617,-79.99659673660616,-79.19671328672261,-76.29018648019547,-74.00000000000871,-76.0624475524565,-78.04636363637283,-79.34871794872731,-79.48016317017253,-77.50953379954292,-74.68195804196685,-71.8286480186565,-74.13510489511363,-78.28151515152437,-81.03072261073216,-83.25706293706287,-82.19426573426567,-77.97032051282035,-73.79898601398554,-77.23729020978915
-6° ; -24°,-76.5223951048949,-73.74849650349618,-77.9891083916081,-82.24160839160815,-84.00293706293688,-83.73440559441546,-84.42069930070926,-85.80177156178166,-86.8350815850918,-86.19107226108241,-84.88962703963705,-83.26139860140842,-80.26321678322624,-78.37554778555703,-78.02186480187399,-76.43624708625609,-75.09557109557994,-76.51981351982253,-76.55268065268966,-76.86855477856383,-78.11895104896024,-79.14592074593007,-76.35540792541693,-73.03076923077782,-67.99636363637165,-68.62526806527616,-71.87874125874973,-75.34897435898323,-77.05242424243333,-77.10062937063846,-76.2291142191232,-77.02902097903005,-79.18034965035898,-83.74717948718936,-83.00153846154824,-80.35307692308638,-78.02379953380873,-73.64277389278257,-72.23932400933253,-74.16655011655887,-76.90545454546363,-79.77242424243363,-80.36247086248034,-79.09358974359907,-75.86312354313249,-73.23741258742122,-75.60216783217675,-77.96440559441476,-79.3691841491935,-79.71459207460147,-78.03400932401853,-75.16142191143076,-72.06251748252599,-74.30916083916959,-78.67724941725868,-81.48179487180447,-83.78328671328667,-82.66636363636349,-78.25289627039592,-73.8737412587405,-77.37893356643205
-6° ; -21°,-76.31755244755215,-73.82552447552399,-77.97587412587362,-81.89832167832121,-83.30902097902057,-82.8928671328769,-83.93046620047608,-85.78655011656022,-87.16601398602425,-86.37275058276077,-84.65974358975356,-82.51769230770203,-79.1023310023403,-77.7740326340418,-78.27540792541716,-76.88046620047525,-76.02023310024205,-77.71874125875041,-77.18046620047532,-77.32046620047531,-77.84827505828423,-79.03592074593007,-76.23972027972926,-71.63048951049795,-70.73948717949553,-73.38214452215317,-76.34960372961272,-78.39799533800459,-76.97969696970605,-74.5656177156265,-71.55883449884291,-73.09328671329531,-78.72431235432163,-83.36351981352963,-85.03974358975361,-83.59410256411242,-80.4955944056039,-74.6581585081673,-71.78268065268911,-73.36976689977554,-76.50890442891345,-79.70428904429842,-80.34878787879735,-79.14888111889044,-76.03344988345886,-73.67361305362174,-76.10125874126771,-78.35953379954303,-79.43004662005599,-79.45566433567369,-77.66622377623291,-74.73881118882,-71.62764568765412,-74.10745920746794,-78.67107226108152,-81.75655011655975,-84.29783216783188,-83.20510489510448,-78.58864801864739,-73.96545454545348,-77.65153846153669
-6° ; -18°,-76.50346153846148,-73.91762237762217,-78.36082750582727,-82.55727272727255,-83.99356643356629,-83.28680652681633,-83.67018648019634,-85.10797202798204,-86.57685314686334,-86.0922377622479,-85.18445221446225,-84.0881351981451,-81.43494172495133,-80.08750582751526,-80.56214452215401,-78.30109557110481,-77.45407925408837,-79.24533799534733,-78.86703962704891,-79.5112587412681,-78.98675990676921,-80.14904428905373,-78.8188811188904,-76.17920745921643,-75.96200466201363,-76.01564102565,-75.91836829837726,-75.66480186481078,-73.66268065268933,-73.22384615385478,-71.54230769231611,-73.6218881118968,-78.81181818182746,-83.228135198145,-84.85431235432235,-83.22349650350631,-79.39102564103501,-74.24641025641901,-72.38109557110411,-73.49650349651215,-75.55083916084804,-78.58505827506754,-79.53724941725879,-79.02974358975291,-76.74536130537035,-74.95557109557993,-76.16093240094138,-77.76344988345905,-79.21881118882052,-79.48778554779493,-77.37813519814432,-74.48585081585959,-71.47093240094081,-73.98449883450755,-78.38132867133791,-81.34123543124501,-83.74083916083902,-82.66944055944026,-78.26263403263354,-73.89902097902014,-77.51790209790039
-6° ; -15°,-77.16103146853129,-74.01933566433539,-78.85082167832138,-83.69426573426546,-85.50223776223751,-84.56475524476521,-83.70312354313339,-84.01874125875116,-85.40701631702638,-85.00221445222446,-84.34195804196798,-83.58741258742242,-80.80303030303982,-79.0971561771655,-79.57855477856415,-77.59487179488094,-77.80013986014902,-80.2089044289139,-82.1026340326437,-82.71841491842466,-82.46216783217754,-80.9727272727368,-79.55941724942662,-78.74067599068526,-79.54174825175762,-78.35466200467124,-76.338344988354,-73.17230769231631,-71.00738927739764,-70.85484848485683,-72.40564102564957,-73.97135198136068,-77.20659673660583,-80.53897435898385,-81.87209790210754,-80.96885780886734,-78.77713286714214,-74.01538461539334,-72.50482517483371,-74.23983682984559,-76.82983682984589,-79.96139860140802,-80.5107692307787,-79.35512820513756,-76.14913752914651,-73.69172494173361,-75.88023310024205,-78.14072261073183,-79.67093240094178,-79.94037296038238,-77.86876456877374,-74.79237762238644,-71.52156177157019,-73.88543123543995,-78.13296037296958,-80.8390442890538,-83.09118881118911,-82.08755244755278,-77.96110722610746,-73.91566433566418,-77.4747202797193
-6° ; -12°,-76.54520979020998,-74.49412587412588,-78.71101398601405,-82.64496503496522,-84.12713286713318,-83.81342657343644,-84.85484848485846,-86.42470862471879,-87.45335664336693,-85.6697902098003,-83.17030303031285,-81.08589743590699,-78.77393939394867,-77.94946386947306,-78.64759906760831,-77.37724941725854,-76.85130536131442,-79.12734265735197,-81.59067599068561,-81.7455011655108,-84.11939393940386,-85.67310023311033,-83.85848484849473,-80.80219114220067,-77.39128205129117,-74.86216783217665,-72.90279720280579,-72.06878787879639,-73.8625407925495,-73.43121212122078,-73.66615384616253,-75.58759906760797,-78.6756643356736,-82.96953379954358,-84.64172494173492,-83.291142191152,-80.08093240094183,-74.40111888112764,-72.28487179488032,-73.71081585082452,-76.00104895105791,-79.14424242425174,-79.98675990676934,-79.23675990676924,-76.43638694639596,-74.31701631702508,-76.2302564102654,-78.16645687646607,-79.57009324010261,-79.65836829837768,-77.4580419580511,-74.40925407926285,-71.27997668998509,-73.75524475525344,-78.0330303030395,-80.90624708625661,-83.25895104895125,-82.27566433566457,-78.0815792540794,-73.92290209790198,-77.4343531468527
